Date,Close,Volume
2008-06-30,3676.123,151061096.0
2008-07-01,3629.762,139276831.0
2008-07-02,3658.48,158682126.0
2008-07-03,3831.784,306497470.0
2008-07-04,3818.515,260848799.0
2008-07-07,4000.546,342960644.0
2008-07-08,4076.039,371001627.0
2008-07-09,4178.066,422900782.0
2008-07-10,4137.568,441883385.0
2008-07-11,4068.719,319078363.0
2008-07-14,4123.679,281956893.0
2008-07-15,3999.477,353390993.0
2008-07-16,3873.37,300100904.0
2008-07-17,3851.274,241620295.0
2008-07-18,3933.699,249485736.0
2008-07-21,4090.203,361915793.0
2008-07-22,4097.392,306490452.0
2008-07-23,4048.246,311429618.0
2008-07-24,4132.625,300361618.0
2008-07-25,4114.519,300864134.0
2008-07-28,4140.414000000002,261359715.0
2008-07-29,4085.691,228593984.0
2008-07-30,4072.91,194846887.0
2008-07-31,3969.239,204273833.0
2008-08-01,4006.275,205181820.0
2008-08-04,3895.833,142278982.0
2008-08-05,3788.372,168780394.0
2008-08-06,3805.553,157647452.0
2008-08-07,3793.446,152210541.0
2008-08-08,3610.726,206574254.0
2008-08-11,3428.516,181723887.0
2008-08-12,3397.1940000000004,159468397.0
2008-08-13,3422.829,179547696.0
2008-08-14,3457.605,140201341.0
2008-08-15,3458.691,142753471.0
2008-08-18,3286.763,142531763.0
2008-08-19,3330.236,140000736.0
2008-08-20,3560.598,259495477.0
2008-08-21,3433.01,218183119.0
2008-08-22,3343.341,149399712.0
2008-08-25,3332.522,111813268.0
2008-08-26,3206.255,152721928.0
2008-08-27,3147.472,138540148.0
2008-08-28,3133.486,127394673.0
2008-08-29,3199.734000000001,164161095.0
2008-09-01,3044.582000000001,133086658.0
2008-09-02,2982.577,115769135.0
2008-09-03,2918.639,146281203.0
2008-09-04,2955.274000000001,127947296.0
2008-09-05,2864.567,143645379.0
2008-09-08,2741.519,154164369.0
2008-09-09,2750.806,120953493.0
2008-09-10,2755.878,125340977.0
2008-09-11,2724.095,131436837.0
2008-09-12,2758.989,110894258.0
2008-09-16,2726.269,148557427.0
2008-09-17,2667.763,143608770.0
2008-09-18,2574.127,255215026.0
2008-09-19,2824.151,272496969.0
2008-09-22,2925.888,571567000.0
2008-09-23,2736.591,306752854.0
2008-09-24,2747.241,216367305.0
2008-09-25,2826.259,315944589.0
2008-09-26,2838.735,249623054.0
2008-10-06,2716.986,194080712.0
2008-10-07,2721.092,190774272.0
2008-10-08,2642.167,159704507.0
2008-10-09,2600.9970000000008,146734033.0
2008-10-10,2444.541,212797568.0
2008-10-13,2469.534,208469946.0
2008-10-14,2392.917,264013718.0
2008-10-15,2348.419,166869344.0
2008-10-16,2230.758,225444440.0
2008-10-17,2238.986,151459723.0
2008-10-20,2300.596,177789913.0
2008-10-21,2326.311,223599347.0
2008-10-22,2308.98,176701757.0
2008-10-23,2323.652,156189552.0
2008-10-24,2299.923,150066208.0
2008-10-27,2158.311,185489584.0
2008-10-28,2230.422,195535296.0
2008-10-29,2173.974,195817920.0
2008-10-30,2210.627,183773824.0
2008-10-31,2201.019,134478272.0
2008-11-03,2198.9,117022584.0
2008-11-04,2162.328,131458568.0
2008-11-05,2225.422,212608640.0
2008-11-06,2179.319,155080224.0
2008-11-07,2177.539,195415376.0
2008-11-10,2320.474,391253600.0
2008-11-11,2291.378,387124224.0
2008-11-12,2282.613,290744640.0
2008-11-13,2383.222,0.0
2008-11-14,2516.835,625222720.0
2008-11-17,2628.669000000001,615855040.0
2008-11-18,2437.97,731910720.0
2008-11-19,2598.843,569457472.0
2008-11-20,2577.945,601352832.0
2008-11-21,2517.586,519360800.0
2008-11-24,2462.395,363886112.0
2008-11-25,2472.454,299786720.0
2008-11-26,2473.54,250386032.0
2008-11-27,2542.32,0.0
2008-11-28,2574.035,348806816.0
2008-12-01,2643.976,426895008.0
2008-12-02,2696.9770000000008,681704704.0
2008-12-03,2809.053,771991744.0
2008-12-04,2828.153,962935488.0
2008-12-05,2884.656,637981440.0
2008-12-08,2999.955,813194368.0
2008-12-09,2958.508,696850176.0
2008-12-10,3031.563,656044288.0
2008-12-11,2924.8190000000004,566663232.0
2008-12-12,2790.8540000000007,528827360.0
2008-12-15,2823.731,387059232.0
2008-12-16,2900.057,378734688.0
2008-12-17,2943.234000000001,494896480.0
2008-12-18,2989.572,454792832.0
2008-12-19,3036.57,547540288.0
2008-12-22,3061.068,580175744.0
2008-12-23,2885.965,636707584.0
2008-12-24,2819.648,471176448.0
2008-12-25,2841.116,356470080.0
2008-12-26,2867.151,385969312.0
2008-12-29,2864.3140000000008,359985568.0
2008-12-30,2876.1,363623456.0
2008-12-31,2863.99,360421216.0
2009-01-05,2946.436,437301408.0
2009-01-06,2981.815,618185792.0
2009-01-07,2992.996,522696032.0
2009-01-08,2932.491,453200608.0
2009-01-09,3013.6,527414016.0
2009-01-12,3043.806,683219072.0
2009-01-13,2945.488,518304736.0
2009-01-14,3058.07,502568832.0
2009-01-15,3066.521,628696768.0
2009-01-16,3071.276,673235456.0
2009-01-19,3067.927,477436768.0
2009-01-20,3102.774000000001,376280736.0
2009-01-21,3038.831,613152064.0
2009-01-22,3078.822,496517408.0
2009-01-23,3059.426,435848160.0
2009-02-02,3127.152,444507392.0
2009-02-03,3188.55,634592448.0
2009-02-04,3242.2470000000008,729926080.0
2009-02-05,3174.558,771469248.0
2009-02-06,3301.935,783671680.0
2009-02-09,3422.941,945373248.0
2009-02-10,3486.121,830308800.0
2009-02-11,3490.004000000001,975182784.0
2009-02-12,3518.955,773902720.0
2009-02-13,3632.164,885821760.0
2009-02-16,3655.953,892799424.0
2009-02-17,3548.796,869755584.0
2009-02-18,3412.607,710865664.0
2009-02-19,3480.8740000000007,581936384.0
2009-02-20,3583.326,612534080.0
2009-02-23,3675.781,723513088.0
2009-02-24,3512.206,836883840.0
2009-02-25,3492.21,684460288.0
2009-02-26,3283.597,735282496.0
2009-02-27,3187.717,622825728.0
2009-03-02,3246.772,467300416.0
2009-03-03,3254.304,530893952.0
2009-03-04,3440.931,734095040.0
2009-03-05,3441.571,798691776.0
2009-03-06,3436.158,639258048.0
2009-03-09,3304.051,661306240.0
2009-03-10,3362.1220000000008,455312640.0
2009-03-11,3328.485,501000992.0
2009-03-12,3326.025,474107328.0
2009-03-13,3330.04,470891648.0
2009-03-16,3364.475,359873024.0
2009-03-17,3484.185,631562880.0
2009-03-18,3525.9,791453632.0
2009-03-19,3594.929,675440192.0
2009-03-20,3588.388,705586688.0
2009-03-23,3655.086,781792512.0
2009-03-24,3681.457,765793344.0
2009-03-25,3609.182,662468544.0
2009-03-26,3681.999,653587200.0
2009-03-27,3712.679,823094272.0
2009-03-30,3707.19,717540800.0
2009-03-31,3747.492,661433856.0
2009-04-01,3816.436,885620032.0
2009-04-02,3882.307,916366016.0
2009-04-03,3868.745,862948736.0
2009-04-07,3890.155,640932096.0
2009-04-08,3777.348,721850560.0
2009-04-09,3829.828,607900032.0
2009-04-10,3973.584,855012288.0
2009-04-13,4062.184,868853312.0
2009-04-14,4126.036,875743936.0
2009-04-15,4146.210999999998,888368000.0
2009-04-16,4144.936,876338624.0
2009-04-17,4081.76,876682112.0
2009-04-20,4196.897,702614016.0
2009-04-21,4196.679,802464256.0
2009-04-22,4000.699,904511104.0
2009-04-23,4024.727,634372928.0
2009-04-24,4039.209,663670976.0
2009-04-27,3889.426,604865792.0
2009-04-28,3900.381,521907968.0
2009-04-29,3982.051,615572928.0
2009-04-30,4030.396,622146304.0
2009-05-04,4147.893,688058752.0
2009-05-05,4175.751,749679936.0
2009-05-06,4274.564,807010304.0
2009-05-07,4253.008,883823936.0
2009-05-08,4204.582,719510272.0
2009-05-11,4051.4,745330816.0
2009-05-12,4135.019,475256352.0
2009-05-13,4195.349,664107200.0
2009-05-14,4187.925,598159744.0
2009-05-15,4229.919,544110720.0
2009-05-18,4243.324000000001,507994368.0
2009-05-19,4266.124,696887168.0
2009-05-20,4270.243,677926208.0
2009-05-21,4192.179,661027264.0
2009-05-22,4175.683,595435136.0
2009-05-25,4200.4670000000015,687222976.0
2009-05-26,4211.779,700860288.0
2009-05-27,4209.59,501420384.0
2009-06-01,4269.227,595147072.0
2009-06-02,4279.922000000001,711165440.0
2009-06-03,4290.504,705921920.0
2009-06-04,4279.710999999998,756450688.0
2009-06-05,4271.272,666150208.0
2009-06-08,4223.223,600837504.0
2009-06-09,4271.12,590375360.0
2009-06-10,4321.752,569744896.0
2009-06-11,4304.545,535468480.0
2009-06-12,4215.795,564246336.0
2009-06-15,4298.501,509516576.0
2009-06-16,4305.752,484861760.0
2009-06-17,4345.893,570039424.0
2009-06-18,4385.016,657821376.0
2009-06-19,4347.792,682834560.0
2009-06-22,4335.144,681621440.0
2009-06-23,4307.73,551961984.0
2009-06-24,4367.875,579459200.0
2009-06-25,4370.524,591185216.0
2009-06-26,4367.504,500233888.0
2009-06-29,4370.523,549783424.0
2009-06-30,4363.723,617611456.0
2009-07-01,4398.169,638468096.0
2009-07-02,4450.114000000001,716863424.0
2009-07-03,4446.811,662168448.0
2009-07-06,4441.082,685705792.0
2009-07-07,4458.18,723278720.0
2009-07-08,4492.075,653222144.0
2009-07-09,4597.003,819376640.0
2009-07-10,4596.205,776004416.0
2009-07-13,4630.116,804062272.0
2009-07-14,4708.334,769518848.0
2009-07-15,4707.915,839018624.0
2009-07-16,4679.308,919163008.0
2009-07-17,4688.121,735203904.0
2009-07-20,4793.683,1047152448.0
2009-07-21,4649.765,892050112.0
2009-07-22,4710.944,801507648.0
2009-07-23,4729.196,782995520.0
2009-07-24,4678.208,785090176.0
2009-07-27,4765.527,845391616.0
2009-07-28,4876.562,1175167488.0
2009-07-29,4587.202,1085353690.0
2009-07-30,4642.83,862180224.0
2009-07-31,4766.899,847962240.0
2009-08-03,4847.931,996055232.0
2009-08-04,4913.073,1061492928.0
2009-08-05,4956.867,1084387840.0
2009-08-06,4929.8809999999985,1061680768.0
2009-08-07,4768.951,834358016.0
2009-08-10,4811.107,707067328.0
2009-08-11,4847.583,586428352.0
2009-08-12,4613.735,647960832.0
2009-08-13,4610.545,556410432.0
2009-08-14,4433.959,621800000.0
2009-08-17,4125.019,593569472.0
2009-08-18,4196.624,439753312.0
2009-08-19,4021.071,513095840.0
2009-08-20,4170.453,457676512.0
2009-08-21,4276.452,552315904.0
2009-08-24,4384.152,591810240.0
2009-08-25,4313.161,688378880.0
2009-08-26,4442.278,607243136.0
2009-08-27,4480.769,673061120.0
2009-08-28,4361.227,520864864.0
2009-08-31,4076.519,529499968.0
2009-09-01,4063.253,405380256.0
2009-09-02,4071.175,335939008.0
2009-09-03,4262.9670000000015,496646528.0
2009-09-04,4319.179,526902400.0
2009-09-07,4413.937,664164736.0
2009-09-08,4505.156,630868992.0
2009-09-09,4544.308,649836032.0
2009-09-10,4495.856,500807936.0
2009-09-11,4583.03,542548800.0
2009-09-14,4667.73,714922304.0
2009-09-15,4727.328,751260672.0
2009-09-16,4726.99,788425664.0
2009-09-17,4850.146,922757952.0
2009-09-18,4698.32,987936640.0
2009-09-21,4796.985,750316224.0
2009-09-22,4729.458,674947520.0
2009-09-23,4570.436,574816832.0
2009-09-24,4520.799,495236576.0
2009-09-25,4503.6709999999985,362161824.0
2009-09-28,4450.572,420412064.0
2009-09-29,4385.8290000000015,393819296.0
2009-09-30,4436.645,338579040.0
2009-10-09,4663.348,438963008.0
2009-10-12,4655.379,472609728.0
2009-10-13,4703.417,401536800.0
2009-10-14,4692.302,549981504.0
2009-10-15,4679.757000000001,443096128.0
2009-10-16,4685.353,472816192.0
2009-10-19,4784.237,573855808.0
2009-10-20,4850.904,769588800.0
2009-10-21,4783.927,658986048.0
2009-10-22,4778.7840000000015,565508672.0
2009-10-23,4845.753,725343680.0
2009-10-26,4881.149,725061888.0
2009-10-27,4760.2559999999985,763009472.0
2009-10-28,4804.137,597662144.0
2009-10-29,4745.378,592240832.0
2009-10-30,4792.926,612468352.0
2009-11-02,4958.509,756054912.0
2009-11-03,5054.334,887465536.0
2009-11-04,5103.61,889874880.0
2009-11-05,5121.973,778011712.0
2009-11-06,5131.404,877499008.0
2009-11-09,5154.363,722913792.0
2009-11-10,5157.604,669126208.0
2009-11-11,5169.766,619792384.0
2009-11-12,5226.878,719499968.0
2009-11-13,5322.96,755854848.0
2009-11-16,5422.991999999998,977573440.0
2009-11-17,5431.25,744028544.0
2009-11-18,5444.7930000000015,724956096.0
2009-11-19,5519.665,804763136.0
2009-11-20,5521.601,815541056.0
2009-11-23,5617.974,785197952.0
2009-11-24,5342.975,1178877440.0
2009-11-25,5512.404,893690304.0
2009-11-26,5262.991,1012934784.0
2009-11-27,5174.463,728292608.0
2009-11-30,5408.312,697811392.0
2009-12-01,5537.382,848549056.0
2009-12-02,5589.203,905517632.0
2009-12-03,5610.794,745024384.0
2009-12-04,5503.973000000001,939022080.0
2009-12-07,5595.6190000000015,630153984.0
2009-12-08,5570.411,654053568.0
2009-12-09,5485.842,508283744.0
2009-12-10,5533.4180000000015,435084640.0
2009-12-11,5531.41,433202304.0
2009-12-14,5538.348000000001,505557600.0
2009-12-15,5545.2440000000015,500314848.0
