Date,Close,Volume
2010-06-01,973.233,135628512.0
2010-06-02,997.119,107462760.0
2010-06-03,998.394,161680544.0
2010-06-04,1027.681,150029504.0
2010-06-07,1069.468,265527536.0
2010-06-08,1067.154,197672080.0
2010-06-09,1077.823,254156816.0
2010-06-10,1117.478,219740464.0
2010-06-11,1122.1989999999996,222487424.0
2010-06-17,1064.839,176428352.0
2010-06-18,1000.277,163065088.0
2010-06-21,1040.802,157479760.0
2010-06-22,1034.995,142716208.0
2010-06-23,1047.337,125735944.0
2010-06-24,1050.601,106913296.0
2010-06-25,1016.283,123729832.0
2010-06-28,987.827,92067328.0
2010-06-29,913.309,149779968.0
2010-06-30,919.314,122366104.0
2010-07-01,882.19,104957288.0
2010-07-02,873.12,128883352.0
2010-07-05,862.268,91586432.0
2010-07-06,893.7180000000002,116523160.0
2010-07-07,908.549,104616296.0
2010-07-08,905.509,109808784.0
2010-07-09,932.147,145146032.0
2010-07-12,930.173,126361752.0
2010-07-13,931.08,146865744.0
2010-07-14,922.362,142358624.0
2010-07-15,892.557,117588080.0
2010-07-16,892.298,100931232.0
2010-07-19,908.049,93880256.0
2010-07-20,937.017,136580864.0
2010-07-21,941.25,166574560.0
2010-07-22,950.209,132660272.0
2010-07-23,960.588,172125136.0
2010-07-26,966.154,147603568.0
2010-07-27,957.967,136182128.0
2010-07-28,972.534,156618272.0
2010-07-29,975.362,179419312.0
2010-07-30,968.431,145848672.0
2010-08-02,994.228,181036432.0
2010-08-03,975.645,175705872.0
2010-08-04,978.014,144616544.0
2010-08-05,987.351,177039968.0
2010-08-06,1011.39,189906128.0
2010-08-09,1032.339,209199504.0
2010-08-10,993.992,217707152.0
2010-08-11,1004.637,161507824.0
2010-08-12,991.777,168918928.0
2010-08-13,1007.206,147179840.0
2010-08-16,1030.217,188040000.0
2010-08-17,1033.581,180077712.0
2010-08-18,1026.722,164350144.0
2010-08-19,1025.526,162453424.0
2010-08-20,995.944,187022480.0
2010-08-23,995.613,145601440.0
2010-08-24,1004.985,136505168.0
2010-08-25,976.878,150134272.0
2010-08-26,980.63,128806656.0
2010-08-27,999.456,121624296.0
2010-08-30,1024.928,164541232.0
